source,target
Iso nggawa aku menyang rumah sakit paling cedhak?,Boleh bawa saya ke hospital terdekat?
Aku sesek ambegan lan butuh bantuan,Saya sesak nafas dan perlukan bantuan
Aku tulung panggil dokter saiki,Tolong panggil doktor segera
Dheweke ngalami getihen abot,Dia mengalami pendarahan teruk
Aku krasa dodo banget lara,Saya rasa dada saya sangat sakit
Iso bantu hubungi keluargaku?,Boleh bantu saya hubungi keluarga?
Ana kecelakaan lalu lintas neng ngarep,Ada kemalangan jalan raya di depan
Ayo cepet kondisi saya tambah parah,Tolong cepat keadaan semakin buruk
Dheweke ora sadar saiki,Dia tidak sedarkan diri sekarang
Aku butuh oksigen saiki,Saya perlukan oksigen segera
Iso cek denyut nadine?,Boleh periksa nadi dia?
Aku tulung bantu mandhegake getihen iki,Tolong bantu hentikan pendarahan ini
Aku mumet lan meh pingsan,Saya rasa pening dan hampir pengsan
Iso njupuk banyu kanggo aku?,Boleh bawa air untuk saya?
Ana wong tiba saka tangga,Ada orang jatuh dari tangga
Aku tulung bantu ngangkat alon-alon,Tolong bantu angkat dia perlahan-lahan
Aku ora iso gerak sikilku,Saya tidak boleh bergerak kaki saya
Dheweke angel ambegan,Dia sukar bernafas sekarang
Aku tulung telpon nomor darurat,Tolong hubungi talian kecemasan
Aku butuh perawatan langsung neng rumah sakit,Saya perlukan rawatan segera di hospital
Ana kebakaran lan ana sing tatu,Ada kebakaran dan orang cedera
Ayo cepetke bantuan medis,Tolong cepatkan bantuan perubatan
Aku kelangan akeh getih,Saya kehilangan banyak darah
Iso bantu aku lungguh?,Boleh bantu saya duduk?
Dheweke muntah lan ora sadar,Dia muntah dan tidak sedar
Aku tulung njupuk tandu,Tolong bawa stretcher
Aku krasa jantung deg-degan cepet,Saya rasa jantung berdegup laju
Ana bocah ciloko neng kene,Ada kanak-kanak tercedera di sini
Aku tulung antar menyang klinik,Tolong bantu bawa ke klinik segera
Aku ora iso ndelok cetha,Saya tidak dapat melihat dengan jelas
Dheweke lagi kejang,Dia mengalami sawan
Iso bantu nyekel dheweke?,Boleh bantu pegang dia?
Aku krasa lemes banget,Saya rasa sangat lemah sekarang
Aku tulung panggil perawat,Tolong panggil jururawat segera
Dheweke tiba lan ora tangi,Dia terjatuh dan tidak bangun
Iso menehi obat saiki?,Boleh beri saya ubat sekarang?
Aku butuh bantuan langsung,Saya perlukan bantuan segera
Aku tulung cek tekanan darahku,Tolong periksa tekanan darah saya
Ana wong sesek napas neng kene,Ada orang sesak nafas di sini
Iso bantu aku turu?,Boleh bantu saya baring?
Aku krasa arep pingsan,Saya rasa hendak pitam
Aku tulung telpon ambulans cepet,Tolong hubungi ambulans cepat
Dheweke ciloko jero,Dia mengalami luka dalam
Iso menehi pertolongan pertama?,Boleh beri saya pertolongan cemas?
Aku butuh dokter spesialis,Saya perlukan bantuan doktor pakar
Ana wong pingsan neng dalan,Ada orang tidak sedarkan diri di jalan
Aku tulung lindungi sirahe,Tolong bantu lindungi kepala dia
Aku krasa tanganku kebas,Saya rasa tangan saya kebas
Dheweke ora iso ngomong cetha,Dia tidak boleh bercakap dengan jelas
Iso bantu nelpon ambulans?,Boleh bantu saya hubungi ambulans?
Aku krasa wetengku lara banget,Saya rasa sangat sakit di perut
Ayo cepet bantu,Tolong cepatkan bantuan
Dheweke ciloko serius,Dia mengalami kecederaan serius
Iso bantu ngangkat sikile?,Boleh bantu angkat kaki dia?
Aku butuh perawatan langsung,Saya perlukan rawatan segera
Aja tinggal dheweke dhewekan,Tolong jangan biarkan dia sendirian
Aku mumet banget,Saya rasa pening kepala kuat
Iso bantu aku saiki?,Boleh beri saya bantuan sekarang?
Dheweke ambegan ora normal,Dia tidak bernafas dengan normal
Aku tulung hubungi rumah sakit,Tolong hubungi hospital segera
Aku butuh bantuan neng kene,Saya perlukan bantuan segera di sini
Iso bantu aku ngadeg?,Boleh bantu saya berdiri?
Aku krasa badan lemes banget,Saya rasa badan saya sangat lemah
Aku tulung nggawa dheweke metu,Tolong bantu bawa dia keluar
Ana wong jerit kesakitan,Ada orang menjerit kesakitan
Iso menehi banyu marang dheweke?,Boleh beri air kepada dia?
Aku krasa arep pingsan saiki,Saya rasa hendak pengsan sekarang
Ayo bantu aku saiki,Tolong bantu saya sekarang
Aku tulung nggawa kotak P3K neng kene,Tolong bawa kit pertolongan cemas ke sini
Aku ora iso ambegan apik,Saya tidak boleh bernafas dengan baik
Dheweke kejebak neng lift,Dia terperangkap di dalam lif
Iso telpon pemadam kebakaran saiki?,Boleh hubungi bomba segera?
Aku krungu ledakan banter mau,Saya terdengar letupan kuat tadi
Ayo mateni geni cilik kuwi,Tolong padamkan api kecil itu
Dheweke kesetrum listrik,Dia terkena renjatan elektrik
Iso mateni saklar utama?,Boleh matikan suis utama?
Aku kejebak neng kamar iki,Saya terperangkap dalam bilik ini
Ayo bukak lawang saiki,Tolong buka pintu dengan segera
Ana asap kandel kebak ruangan,Ada asap tebal memenuhi ruang
Iso njupuk alat pemadam api?,Boleh bawa alat pemadam api?
Aku kesedak pangan lan angel ambegan,Saya tersedak makanan dan sukar bernafas
Aku tulung bantu metuake pangan saka tenggorokan,Tolong bantu keluarkan makanan dari tekak
Dheweke tangane kobong,Dia mengalami luka bakar di tangan
Iso nyiram banyu neng luka?,Boleh siram air pada kawasan luka?
Aku ora iso ngadeg merga lara,Saya tidak boleh berdiri kerana sakit
Aku tulung bantu aku lungguh neng kursi,Tolong bantu saya ke kerusi
Dheweke tiba lan sirahe kebentur,Dia terjatuh dan kepalanya terhantuk
Iso cek dheweke sadar ora?,Boleh periksa jika dia sedar?
Aku krasa tanganku patah,Saya rasa tangan saya patah
Aja digerakno tanganku,Tolong jangan gerakkan tangan saya
Dheweke angel mlaku,Dia mengalami kesukaran berjalan
Iso bantu dheweke mlaku alon-alon?,Boleh bantu dia berjalan perlahan?
Aku kena bahan kimia neng kulit,Saya terkena bahan kimia di kulit
Ayo bilas nganggo banyu resik,Tolong bilas dengan air bersih
Dheweke katon lemes banget,Dia kelihatan sangat lemah
Iso menehi banyu sethithik marang dheweke?,Boleh beri dia sedikit air?
Aku ora iso ngomong cetha saiki,Saya tidak boleh bercakap dengan jelas sekarang
Aku tulung bantu aku istirahat,Tolong bantu saya berehat
Dheweke ciloko sikil,Dia mengalami kecederaan di kaki
Iso mbungkus luka kuwi?,Boleh balut luka itu?
Aku krasa panas lan lemes,Saya rasa sangat panas dan lemah
Aku tulung kipasi aku,Tolong kipaskan saya sedikit
Dheweke kaget lan ora stabil,Dia mengalami kejutan dan tidak stabil
Iso nenangke dheweke?,Boleh tenangkan dia?
Aku kelangan keseimbangan,Saya kehilangan keseimbangan
Aku tulung cekel aku supaya ora tiba,Tolong pegang saya supaya tidak jatuh
Dheweke ciloko ing rai,Dia mengalami kecederaan di muka
Iso ngresiki luka kuwi?,Boleh bersihkan luka itu?
Aku krasa ngelak banget saiki,Saya rasa sangat haus sekarang
Aku tulung menehi aku ngombe,Tolong beri saya minuman
Dheweke ciloko internal,Dia mengalami kecederaan dalaman
Iso langsung digawa menyang rumah sakit?,Boleh segera bawa ke hospital?
Aku mumet lan ora stabil,Saya rasa pening dan tidak stabil
Aku tulung bantu lungguh kanthi aman,Tolong bantu saya duduk dengan selamat
Dheweke ciloko sirah,Dia mengalami luka di kepala
Iso ditekan supaya getihen mandheg?,Boleh tekan luka untuk hentikan darah?
Aku ora iso mbukak mata apik,Saya tidak boleh membuka mata dengan baik
Aku tulung bantu aku istirahat sedhela,Tolong bantu saya berehat sekejap
Dheweke katon sesek napas,Dia kelihatan sesak nafas
Iso bantu dheweke ambegan alon?,Boleh bantu dia bernafas perlahan?
Aku krasa tanganku lara banget,Saya rasa tangan saya sangat sakit
Aku tulung nyangga tanganku,Tolong bantu saya sokong tangan ini
Dheweke ora iso ngadeg dhewe,Dia tidak boleh berdiri sendiri
Iso bantu dheweke ngadeg alon?,Boleh bantu dia berdiri perlahan?
Aku krasa badan adhem banget,Saya rasa badan saya terlalu sejuk
Aku tulung menehi selimut,Tolong beri saya selimut
Dheweke ciloko serius ing pundhak,Dia mengalami kecederaan serius di bahu
Iso nyangga pundhake?,Boleh sokong bahunya?
Aku butuh bantuan langsung neng wilayah iki,Saya perlukan bantuan segera di kawasan ini
Aja panik lan tulung bantu aku,Tolong jangan panik dan bantu saya
Aku tulung nggawa korban menyang panggonan aman,Tolong bawa mangsa ke kawasan selamat
Aku krungu ana wong njaluk tulung,Saya terdengar seseorang meminta tolong
Dheweke kejepit ing reruntuhan,Dia tersepit di bawah runtuhan
Iso nelpon tim penyelamat?,Boleh panggil pasukan penyelamat?
Aku mambu gas sing kuwat,Saya terhidu bau gas yang kuat
Ayo tutup katup gas saiki,Tolong tutup injap gas segera
Dheweke ngalami alergi parah,Dia mengalami alahan yang teruk
Iso menehi obat alergi?,Boleh beri ubat alahan?
Aku ciloko ing punggung,Saya terkena luka di bahagian belakang
Aku tulung bantu turu luwih nyaman,Tolong bantu saya baring dengan selesa
Dheweke ora iso mbukak mata,Dia tidak boleh membuka matanya
Iso ngelap matane nganggo kain?,Boleh lap matanya dengan kain?
Aku krasa sirah nyut-nyutan,Saya rasa kepala saya berdenyut kuat
Aku tulung kurangi cahya neng kene,Tolong kurangkan cahaya di sini
Dheweke kena pecahan kaca,Dia terkena serpihan kaca
Iso mbusak pecahan kanthi ati-ati?,Boleh keluarkan serpihan dengan berhati-hati?
Aku ora iso ngangkat tanganku,Saya tidak boleh mengangkat tangan
Aku tulung nyangga tanganku,Tolong sokong tangan saya
Dheweke ciloko pinggang,Dia mengalami kecederaan pada pinggang
Iso bantu dheweke turu lurus?,Boleh bantu dia baring lurus?
Aku krungu reruntuhan maneh,Saya terdengar bunyi runtuhan lagi
Ayo metu saka wilayah iki saiki,Tolong keluar dari kawasan ini segera
Dheweke muntah terus-terusan,Dia mengalami muntah berterusan
Iso menehi banyu sethithik marang dheweke?,Boleh beri dia air sedikit?
Aku ora iso ngadeg tanpa bantuan,Saya tidak boleh berdiri tanpa bantuan
Aku tulung cekel aku pas ngadeg,Tolong pegang saya ketika berdiri
Dheweke ciloko ing lengen,Dia mengalami luka di lengan
Iso mbungkus lengen nganggo kain?,Boleh balut lengan itu dengan kain?
Aku krasa tambah lemes,Saya rasa badan saya semakin lemah
Aku tulung hubungi bantuan medis saiki,Tolong hubungi bantuan perubatan segera
Dheweke ambegan ora lancar,Dia tidak boleh bernafas dengan lancar
Iso bantu dheweke lungguh tegak?,Boleh bantu dia duduk tegak?
Aku ciloko ing sikil,Saya terkena luka di kaki
Ayo resiki luka nganggo banyu,Tolong bersihkan luka dengan air
Dheweke badan gemeter,Dia mengalami gegaran badan
Iso nutupi dheweke nganggo selimut?,Boleh tutup dia dengan selimut?
Aku ora iso obah apik,Saya tidak boleh bergerak dengan baik
Aku tulung bantu aku menyang panggonan aman,Tolong bantu saya ke tempat selamat
Dheweke ciloko ing dodo,Dia mengalami kecederaan pada dada
Iso cek ambegane?,Boleh periksa pernafasannya?
Aku krungu sirine darurat,Saya terdengar siren kecemasan
Aku tulung menehi tandha marang penyelamat,Tolong beri isyarat kepada penyelamat
Dheweke ora iso ngomong merga lara,Dia tidak boleh bercakap kerana sakit
Iso bantu dheweke istirahat?,Boleh bantu dia berehat?
Aku krasa sikilku kebas,Saya rasa kaki saya kebas
Ayo pijet alon-alon,Tolong urut perlahan-lahan
Dheweke ciloko ing gulu,Dia mengalami kecederaan pada leher
Iso nyangga gulune?,Boleh sokong lehernya?
Aku ora iso ndelok cetha saiki,Saya tidak boleh melihat dengan jelas sekarang
Aku tulung nggawa aku menyang panggonan padhang,Tolong bantu saya ke tempat terang
Dheweke duwe luka mbukak ing sikil,Dia mengalami luka terbuka di kaki
Aku krasa arep ambruk,Saya rasa hendak rebah
Aku tulung cekel aku sing kenceng,Tolong pegang saya kuat-kuat
Dheweke ciloko ing punggung,Dia mengalami kecederaan di belakang badan
Iso bantu dheweke turu alon?,Boleh bantu dia baring perlahan?
Aku tulung perhatian marang korban iki,Tolong beri perhatian kepada mangsa ini
Dheweke ora iso nggerakake tangan kiwa,Dia tidak boleh menggerakkan tangan kiri
Iso nyangga tangan kiwa?,Boleh sokong tangan kirinya?
Aku krasa kesel lan lemes banget,Saya rasa sangat letih dan lemah
Aku tulung menehi ruang kanggo ambegan,Tolong beri saya ruang untuk bernafas
Dheweke ciloko serius ing sikil,Dia mengalami kecederaan serius pada kaki
Iso ngangkat dheweke kanthi ati-ati?,Boleh bantu angkat dia dengan berhati-hati?
Aku ora iso mlaku saiki,Saya tidak boleh berjalan sekarang
Aku tulung nggawa aku lungguh,Tolong bawa saya ke tempat duduk
Dheweke lara banget,Dia mengalami kesakitan yang teruk
Iso menehi bantuan langsung?,Boleh beri bantuan segera?
Aku tulung mandhegake getihen ing lengen tengen,Tolong hentikan pendarahan di lengan kanan
Aku mumet sakwise tiba,Saya terasa pening selepas terjatuh
Dheweke ora iso tangi saka lantai,Dia tidak boleh bangun dari lantai
Iso hubungi paramedis saiki?,Boleh hubungi paramedik segera?
Aku angel ambegan pas turu,Saya mengalami kesukaran bernafas ketika berbaring
Aku tulung bantu lungguh tegak,Tolong bantu saya duduk tegak
Dheweke sikile ketindihan barang abot,Dia terkena benda berat di kaki
Iso mindhah barang kuwi alon?,Boleh alihkan objek itu perlahan?
Aku krasa mual banget saiki,Saya berasa sangat loya sekarang
Aku tulung njupuk wadah kanggo muntah,Tolong bawa bekas untuk muntah
Dheweke ciloko jero ing weteng,Dia mengalami luka dalam pada perut
Iso ditekan nganggo kain?,Boleh tekan kawasan luka dengan kain?
Aku krungu kaca pecah,Saya terdengar bunyi kaca pecah
Ayo kabeh wong adoh saka kene,Tolong jauhkan semua orang dari kawasan ini
Dheweke ciloko pergelangan tangan,Dia mengalami kecederaan pada pergelangan tangan
Iso dibalut nganggo perban?,Boleh balut dengan pembalut?
Aku krasa badan panas banget,Saya rasa badan saya terlalu panas
Aku tulung lap awakku nganggo kain teles,Tolong lapkan badan saya dengan kain basah
Dheweke duwe luka cilik nanging getihen,Dia mengalami luka kecil tetapi berdarah
Aku ora iso mbukak tutuk apik,Saya tidak boleh membuka mulut dengan baik
Aku tulung bantu aku ngombe sethithik,Tolong bantu saya minum air sedikit
Dheweke kejang otot,Dia mengalami kekejangan otot
Iso dipijet alon ing kana?,Boleh urut perlahan kawasan itu?
Aku krasa kebas kabeh badan,Saya terasa kebas di seluruh badan
Aku tulung bantu aku istirahat sedhela,Tolong bantu saya berehat seketika
Dheweke ciloko ing pinggul,Dia mengalami kecederaan di bahagian pinggul
Iso bantu dheweke lungguh nganggo penyangga?,Boleh bantu dia duduk dengan sokongan?
Aku krungu wong nangis njaluk tulung,Saya terdengar seseorang menangis meminta bantuan
Ayo priksa kahanan kuwi,Tolong pergi periksa keadaan itu
Dheweke ciloko ing dengkul,Dia mengalami luka di bahagian lutut
Iso ditekan supaya getihen suda?,Boleh tekan luka untuk kurangkan pendarahan?
Aku mumet lan burem,Saya rasa pening dan penglihatan kabur
Aku tulung bantu aku lungguh neng kene,Tolong bantu saya duduk di sini
Dheweke ciloko ing mburi sirah,Dia mengalami kecederaan pada bahagian belakang kepala
Iso dilebokake kain neng luka?,Boleh letakkan kain pada luka?
Aku tulung bantu aku lungguh sedhela,Tolong bantu saya duduk sekejap
Dheweke lara ing dodo kiwa,Dia mengalami kesakitan di dada kiri
Iso nggawa dheweke menyang panggonan adem?,Boleh bawa dia ke tempat sejuk?
Aku krasa tanganku gemeter,Saya rasa tangan saya bergetar
Aku tulung bantu aku tenang,Tolong bantu saya tenangkan diri
Dheweke ciloko entheng nanging butuh perawatan,Dia mengalami kecederaan ringan tetapi perlu rawatan
Iso hubungi klinik cedhak?,Boleh hubungi klinik berhampiran?
Aku ora iso mlaku tanpa bantuan saiki,Saya tidak boleh berjalan tanpa bantuan sekarang
Aku tulung cekel aku pas mlaku,Tolong pegang saya ketika berjalan
Dheweke ciloko driji tangan,Dia mengalami luka pada jari tangan
Iso dibungkus driji kuwi?,Boleh balut jari itu?
Aku krasa sikilku lemes banget,Saya terasa sangat lemah di kaki
Aku tulung nggawa aku lungguh cedhak,Tolong bantu saya ke tempat duduk berhampiran
Dheweke ciloko merga tiba,Dia mengalami kecederaan akibat terjatuh
Iso bantu dheweke tangi alon?,Boleh bantu dia bangun perlahan?
Aku krungu swara banter lan wedi,Saya terdengar bunyi kuat dan rasa takut
Aku tulung nggawa aku menyang panggonan aman,Tolong bawa saya ke tempat selamat
Dheweke ciloko ing sikut,Dia mengalami kecederaan pada bahagian siku
Iso nyangga tangane?,Boleh sokong tangannya?
Aku krasa badan kabeh lara,Saya rasa sakit di seluruh badan
Aku tulung bantu aku istirahat neng kene,Tolong bantu saya berehat di sini
Dheweke ora iso ngadeg lurus,Dia mengalami kesukaran untuk berdiri tegak
Iso bantu dheweke ngadeg alon?,Boleh bantu dia berdiri dengan perlahan?
Aku ora iso obah cepet,Saya tidak boleh bergerak dengan cepat
Aku tulung bantu aku obah alon,Tolong bantu saya bergerak perlahan
Aku tulung cek dheweke isih ambegan ora,Tolong periksa jika dia masih bernafas
