source,target
我想預約第二劑小朋友疫苗,Saya mahu tempah untuk vaksin kanak-kanak kedua
可以唔使到診所改嗎?,Boleh saya tukar masa tanpa hadir ke klinik?
我要普通夜晚時段,Saya mahu janji temu pada waktu malam sederhana
幫我用病人系統改時間,Tolong bantu saya ubah masa melalui sistem pesakit
我想預約慢性鼻塞治療,Saya mahu tempah untuk rawatan hidung tersumbat kronik
可以揀今星期最啱時間嗎?,Boleh saya pilih slot paling sesuai minggu ini?
我因時間突然變要改,Saya mahu ubah janji kerana perubahan jadual mendadak
幫我查最新預約狀態,Tolong bantu saya semak status tempahan terkini
我想預約心臟功能檢查,Saya mahu tempah untuk pemeriksaan fungsi jantung
幫我揀唔影響活動時間,Tolong bantu saya pilih masa tanpa gangguan aktiviti
我想預約中度胸痛治療,Saya mahu tempah untuk rawatan sakit dada sederhana
可以用私院app改時間嗎?,Boleh saya tukar masa melalui aplikasi hospital swasta?
我要見心臟專科醫生,Saya mahu janji temu dengan doktor pakar jantung
幫我搵七日後朝早位,Tolong bantu saya cari slot pagi tujuh hari lagi
我想預約慢性鼻敏感,Saya mahu tempah untuk rawatan resdung kronik
可以揀今日最靜時段嗎?,Boleh saya pilih slot paling tenang hari ini?
我因固定工作時間改變要改,Saya mahu ubah masa kerana perubahan jadual kerja tetap
幫我確認最新預約,Tolong bantu saya sahkan tempahan paling terkini
我想預約家庭全面體檢,Saya mahu tempah untuk pemeriksaan kesihatan keluarga lengkap
可以五日前改嗎?,Boleh saya ubah masa lima hari sebelum janji?
我要容易重新安排預約,Saya mahu janji temu yang mudah dijadualkan semula
幫我揀今星期最佳時段,Tolong bantu saya pilih slot terbaik untuk minggu ini
我想預約做全血檢查,Saya mahu tempah janji temu untuk ujian darah lengkap
可以揀下晝早段嗎?,Boleh saya pilih slot awal petang?
我想改去下個星期六,Saya ingin tukar masa ke hari Sabtu depan
幫我查五點後空位,Tolong semak slot kosong selepas pukul lima petang
我想預約維他命D檢查,Saya mahu janji temu untuk pemeriksaan vitamin D
可以用診所手機app預約嗎?,Boleh saya tempah melalui aplikasi mudah alih klinik?
我想取消下星期預約,Saya ingin batalkan janji minggu hadapan
幫我轉去早啲夜晚,Tolong bantu saya tukar slot ke waktu malam awal
我想預約呼吸科專科,Saya mahu tempah untuk konsultasi pakar pernafasan
可以揀七點前嗎?,Boleh saya pilih masa sebelum pukul tujuh pagi?
我想預約頭皮檢查,Saya mahu janji temu untuk pemeriksaan kulit kepala
用app訊息幫我確認,Tolong sahkan masa janji melalui mesej aplikasi
我因家庭事要改時間,Saya ingin ubah masa kerana urusan keluarga
可以約星期一朝早嗎?,Boleh saya tempah slot pagi Isnin?
我想用州portal預約,Saya mahu buat tempahan melalui portal negeri
幫我搵下星期最啱時間,Tolong bantu saya cari slot paling sesuai minggu depan
我想七星期後覆診,Saya mahu jadualkan rawatan susulan tujuh minggu lagi
可以唔使去櫃檯改嗎?,Boleh saya ubah slot tanpa perlu hadir ke kaunter?
我想預約粗糙皮膚治療,Saya mahu tempah untuk rawatan kulit kasar
請畀我今星期時間選擇,Tolong beri saya pilihan masa minggu ini
我要彈性朝早時間,Saya mahu janji temu waktu pagi yang fleksibel
可以睇聽日空位嗎?,Boleh saya lihat slot kosong esok?
我想改去星期日,Saya mahu tukar masa ke hari Ahad
幫我用政府診所系統登記,Tolong bantu saya daftar melalui sistem klinik kerajaan
我想預約左耳檢查,Saya mahu tempah untuk pemeriksaan telinga kiri
可以用醫院app改時間嗎?,Boleh saya ubah masa melalui aplikasi hospital?
我要較遲下晝預約,Saya mahu janji temu pada waktu petang lewat
幫我確認下星期時段,Tolong bantu saya sahkan slot minggu hadapan
我想預約長者健康諮詢,Saya mahu tempah untuk konsultasi kesihatan warga emas
可以揀假期彈性時間嗎?,Boleh saya pilih masa fleksibel hari cuti?
我因學校時間改變要改,Saya mahu tukar janji kerana jadual sekolah berubah
幫我查五日後空位,Tolong bantu saya semak slot kosong lima hari lagi
我想預約輕微敏感皮膚治療,Saya mahu tempah untuk rawatan kulit sensitif ringan
可以三個鐘前改嗎?,Boleh saya ubah masa tiga jam sebelum janji?
我要每兩個月一次預約,Saya mahu janji temu tetap setiap dua bulan sekali
幫我打印預約收據,Tolong bantu saya cetak resit tempahan
我想預約合約員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja kontrak
可以揀近我屋企診所嗎?,Boleh saya pilih klinik berhampiran rumah saya?
我因主要道路擠塞要改,Saya mahu ubah masa kerana kesesakan jalan utama
幫我搵四日後夜晚位,Tolong bantu saya cari slot malam empat hari lagi
我想預約有痰咳嗽治療,Saya mahu janji temu untuk rawatan batuk berkahak
可以同時預約三人嗎?,Boleh saya tempah untuk tiga orang?
我想轉去附近私家診所,Saya mahu tukar lokasi ke klinik swasta berdekatan
幫我即刻登記,Tolong bantu saya daftar segera tanpa menunggu lama
我想預約長時間發燒治療,Saya mahu tempah untuk rawatan demam berpanjangan
可以用官方網站改嗎?,Boleh saya ubah janji melalui laman web rasmi?
我想預約下背脊檢查,Saya mahu janji temu untuk pemeriksaan tulang belakang bawah
幫我確保唔撞工作時間,Tolong bantu saya pastikan masa tidak bertembung dengan jadual kerja
我想今朝預約普通檢查,Saya mahu tempah untuk konsultasi kesihatan umum pagi ini
可以睇今晚空位嗎?,Boleh saya lihat slot kosong malam ini?
我想改去下一日,Saya mahu ubah masa ke hari berikutnya
幫我揀適合我媽媽時間,Tolong bantu saya pilih masa sesuai untuk ibu saya
我想預約小朋友額外疫苗,Saya mahu tempah untuk vaksin tambahan kanak-kanak
我要早啲夜晚預約,Saya mahu janji temu pada waktu malam awal
幫我喺醫院系統改時間,Tolong bantu saya ubah masa dalam sistem hospital
我想預約慢性流鼻水治療,Saya mahu tempah untuk rawatan hidung berair kronik
我因出差改變要改,Saya mahu ubah janji kerana perubahan perjalanan kerja
幫我查最新預約詳情,Tolong bantu saya semak butiran tempahan terkini
我要每七個月覆診,Saya mahu janji temu berkala setiap tujuh bulan
我想預約慢性胸痛治療,Saya mahu tempah untuk rawatan sakit dada kronik
可以用官方app改時間嗎?,Boleh saya tukar masa melalui aplikasi rasmi?
我要見皮膚專科醫生,Saya mahu janji temu dengan doktor pakar kulit
幫我搵八日後朝早位,Tolong bantu saya cari slot pagi lapan hari lagi
我想預約中度鼻敏感,Saya mahu tempah untuk rawatan resdung sederhana
可以揀今星期最靜時段嗎?,Boleh saya pilih slot paling tenang minggu ini?
我因固定時間改變要改,Saya mahu ubah masa kerana perubahan jadual tetap
我想預約全面體檢,Saya mahu tempah untuk pemeriksaan kesihatan penuh
可以六日前改嗎?,Boleh saya ubah masa enam hari sebelum janji?
我要彈性又易改預約,Saya mahu janji temu yang fleksibel dan mudah dijadualkan semula
我想預約做過敏測試,Saya mahu tempah janji temu untuk ujian alergi
可以揀午餐前嗎?,Boleh saya pilih slot sebelum makan tengah hari?
我想改去下星期二,Saya ingin tukar masa ke hari Selasa minggu depan
幫我查六點後空位,Tolong semak slot kosong selepas pukul enam petang
我想預約荷爾蒙檢查,Saya mahu janji temu untuk pemeriksaan hormon
可以用州健康app預約嗎?,Boleh saya tempah melalui aplikasi kesihatan negeri?
我想取消兩日後預約,Saya ingin batalkan janji dua hari lagi
幫我轉去普通朝早,Tolong bantu saya tukar slot ke waktu pagi sederhana
我想預約腸胃專科,Saya mahu tempah untuk konsultasi pakar gastroenterologi
可以揀八點後嗎?,Boleh saya pilih masa selepas pukul lapan malam?
我想預約喉嚨腫檢查,Saya mahu janji temu untuk pemeriksaan tekak bengkak
用自動電話幫我確認,Tolong sahkan masa janji melalui panggilan automatik
我因家庭活動要改時間,Saya ingin ubah masa kerana program keluarga
可以約星期六朝早嗎?,Boleh saya tempah slot pagi Sabtu?
我想用地區醫療系統預約,Saya mahu buat tempahan melalui sistem kesihatan daerah
幫我搵今星期最快時間,Tolong bantu saya cari slot paling cepat minggu ini
我想八星期後覆診,Saya mahu jadualkan rawatan susulan lapan minggu lagi
可以唔使櫃檯確認改嗎?,Boleh saya ubah slot tanpa pengesahan melalui kaunter?
我想預約暗瘡皮膚治療,Saya mahu tempah untuk rawatan kulit berjerawat
請畀我下星期其他時間,Tolong beri saya masa lain minggu depan
我要普通朝早時間,Saya mahu janji temu waktu pagi sederhana
可以睇未來兩星期空位嗎?,Boleh saya lihat slot kosong dua minggu akan datang?
我想改去下星期四,Saya mahu tukar masa ke hari Khamis minggu depan
幫我用政府醫院系統登記,Tolong bantu saya daftar melalui sistem hospital kerajaan
我想預約耳鳴檢查,Saya mahu tempah untuk pemeriksaan telinga berdering
可以用病人app改時間嗎?,Boleh saya ubah masa melalui aplikasi pesakit?
我要普通下晝時間,Saya mahu janji temu pada waktu petang sederhana
幫我確認兩日後時段,Tolong bantu saya sahkan slot dua hari lagi
我想預約女性健康普通諮詢,Saya mahu tempah untuk konsultasi kesihatan wanita biasa
可以揀全星期彈性時間嗎?,Boleh saya pilih masa fleksibel sepanjang minggu?
我因家庭時間改變要改,Saya mahu tukar janji kerana perubahan jadual keluarga
幫我查六日後空位,Tolong bantu saya semak slot kosong enam hari lagi
我想預約中度敏感皮膚治療,Saya mahu tempah untuk rawatan kulit sensitif sederhana
可以四個鐘前改嗎?,Boleh saya ubah masa empat jam sebelum janji?
我要每月第四週預約,Saya mahu janji temu tetap setiap bulan keempat
幫我打印預約資料,Tolong bantu saya cetak maklumat janji temu
我想預約兼職員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja sambilan
可以揀近巴士站診所嗎?,Boleh saya pilih klinik berhampiran stesen bas?
我因城市擠塞要改,Saya mahu ubah masa kerana kesesakan bandar
幫我搵五日後夜晚位,Tolong bantu saya cari slot malam lima hari lagi
我想預約長時間咳嗽,Saya mahu janji temu untuk rawatan batuk berpanjangan
可以預約家庭小組嗎?,Boleh saya tempah untuk kumpulan kecil keluarga?
我想轉去最近社區診所,Saya mahu tukar lokasi ke klinik komuniti terdekat
幫我即刻用app登記,Tolong bantu saya daftar segera melalui aplikasi
我想預約慢性發燒治療,Saya mahu tempah untuk rawatan demam kronik
可以用網上系統改嗎?,Boleh saya ubah janji melalui sistem dalam talian?
我想預約左手骨檢查,Saya mahu janji temu untuk pemeriksaan tulang tangan kiri
幫我確保唔撞家庭活動,Tolong bantu saya pastikan masa sesuai dengan aktiviti keluarga
我想聽晚預約普通檢查,Saya mahu tempah untuk konsultasi kesihatan umum malam esok
可以睇下星期朝早空位嗎?,Boleh saya lihat slot kosong pagi minggu depan?
我想改去兩日後,Saya mahu ubah masa ke dua hari akan datang
幫我揀適合我小朋友時間,Tolong bantu saya pilih masa sesuai untuk anak saya
我想預約嬰兒額外疫苗,Saya mahu tempah untuk vaksin tambahan bayi
可以唔使到醫院改嗎?,Boleh saya tukar masa tanpa hadir ke hospital?
我要較遲夜晚預約,Saya mahu janji temu pada waktu malam lewat
幫我用病人app改時間,Tolong bantu saya ubah masa melalui aplikasi pesakit
我想預約慢性鼻乾治療,Saya mahu tempah untuk rawatan hidung kering kronik
可以揀今個月最啱時間嗎?,Boleh saya pilih slot paling sesuai bulan ini?
我想預約肺功能進階檢查,Saya mahu tempah untuk pemeriksaan fungsi paru-paru lanjut
我要每八個月覆診,Saya mahu janji temu berkala setiap lapan bulan
我想預約反覆輕微胸痛,Saya mahu tempah untuk rawatan sakit dada ringan berulang
可以用州健康app改時間嗎?,Boleh saya tukar masa melalui aplikasi kesihatan negeri?
我要見右肺專科醫生,Saya mahu janji temu dengan doktor pakar paru-paru kanan
幫我搵九日後朝早位,Tolong bantu saya cari slot pagi sembilan hari lagi
我想預約反覆輕微鼻敏感,Saya mahu tempah untuk rawatan resdung ringan berulang
可以揀今個月最靜時段嗎?,Boleh saya pilih slot paling sunyi bulan ini?
我因每週時間改變要改,Saya mahu ubah masa kerana perubahan jadual mingguan
幫我用系統確認最新預約,Tolong bantu saya sahkan tempahan terkini melalui sistem
我想預約全面健康檢查,Saya mahu tempah untuk pemeriksaan kesihatan menyeluruh
可以七日前改嗎?,Boleh saya ubah masa tujuh hari sebelum janji?
我要彈性又易改時間,Saya mahu janji temu yang fleksibel dan boleh ditukar dengan mudah
幫我揀今個月最好時段,Tolong bantu saya pilih slot terbaik bulan ini
我想預約肝功能測試,Saya mahu tempah janji temu untuk ujian fungsi hati
可以揀較遲下晝嗎?,Boleh saya pilih slot lewat petang?
我想改去下星期五,Saya ingin tukar masa ke hari Jumaat minggu depan
幫我查七點後空位,Tolong semak slot kosong selepas pukul tujuh malam
我想預約高血壓檢查,Saya mahu janji temu untuk pemeriksaan tekanan darah tinggi
可以用私院app預約嗎?,Boleh saya tempah melalui aplikasi hospital swasta?
我想取消三日後預約,Saya ingin batalkan janji tiga hari lagi
幫我轉去較早中午,Tolong bantu saya tukar slot ke waktu tengah hari awal
我想預約骨科專科,Saya mahu tempah untuk konsultasi pakar ortopedik
可以揀九點前嗎?,Boleh saya pilih masa sebelum pukul sembilan pagi?
我想預約慢性鼻部檢查,Saya mahu janji temu untuk pemeriksaan hidung kronik
用正式電郵幫我確認,Tolong sahkan masa janji melalui e-mel rasmi
我因時間表改變要改,Saya ingin ubah masa kerana jadual berubah
可以約下星期三朝早嗎?,Boleh saya tempah slot pagi Rabu minggu depan?
我想用網上病人系統預約,Saya mahu buat tempahan melalui sistem pesakit dalam talian
幫我搵兩日後最啱時間,Tolong bantu saya cari slot paling sesuai dua hari lagi
我想九星期後覆診,Saya mahu jadualkan rawatan susulan sembilan minggu lagi
可以唔使醫院確認改嗎?,Boleh saya ubah slot tanpa pengesahan hospital?
我想預約嚴重敏感皮膚治療,Saya mahu tempah untuk rawatan kulit sensitif teruk
請畀我下個月其他時間,Tolong beri saya masa lain bulan depan
我要無干擾朝早,Saya mahu janji temu waktu pagi tanpa gangguan
可以睇今星期空位嗎?,Boleh saya lihat slot kosong minggu ini?
我想改去下個星期三,Saya mahu tukar masa ke hari Rabu depan
幫我用政府app登記,Tolong bantu saya daftar menggunakan aplikasi rasmi kerajaan
我想預約慢性耳部檢查,Saya mahu tempah untuk pemeriksaan telinga kronik
可以用大醫院系統改嗎?,Boleh saya ubah masa melalui sistem hospital utama?
我要輕鬆下晝時段,Saya mahu janji temu pada waktu petang santai
幫我確認三日後時段,Tolong bantu saya sahkan slot tiga hari lagi
可以揀夜晚彈性時間嗎?,Boleh saya pilih masa fleksibel waktu malam?
我因工作時間改變要改,Saya mahu tukar janji kerana perubahan jadual kerja
幫我查七日後空位,Tolong bantu saya semak slot kosong tujuh hari lagi
我想預約中度皮膚乾治療,Saya mahu tempah untuk rawatan kulit kering sederhana
可以五個鐘前改嗎?,Boleh saya ubah masa lima jam sebelum janji?
我要每月第五週預約,Saya mahu janji temu tetap setiap bulan kelima
幫我打印正式預約單,Tolong bantu saya cetak slip tempahan rasmi
我想預約臨時員工體檢,Saya mahu tempah untuk pemeriksaan kesihatan pekerja sementara
可以揀近LRT站診所嗎?,Boleh saya pilih klinik berhampiran stesen LRT?
我因城市交通擠塞要改,Saya mahu ubah masa kerana kesesakan trafik bandar
幫我搵六日後夜晚位,Tolong bantu saya cari slot malam enam hari lagi
我想預約反覆輕微咳嗽,Saya mahu janji temu untuk rawatan batuk ringan berulang
